experiment_id,randomseed,numcom,numnodes,radius,gamma_init,gamma_arc,gamma_node,optgap,numarcs,total_time,goodinstance_flag
57,93848,300,150,0.15,200,25522,430,0.01,1442,18.57670403,0
58,88714,300,150,0.15,200,14041,352,0.01,1400,18.35512781,0
52,97302,300,150,0.15,200,13260,334,0.01,1422,18.11825299,0
58,88714,300,150,0.15,200,14041,334,0.01,1400,17.74533415,0
58,88714,300,150,0.15,200,14041,352,0.01,1400,17.61117101,0
57,93848,300,150,0.15,200,25522,390,0.01,1442,17.00997806,0
57,93848,300,150,0.15,200,25522,387,0.01,1442,16.92037296,0
58,88714,300,150,0.15,200,14041,350,0.01,1400,16.13137293,0
58,88714,300,150,0.15,200,14041,352,0.01,1400,15.82834792,0
58,88714,300,150,0.15,200,14041,352,0.01,1400,15.82588291,0
58,88714,300,150,0.15,200,14041,352,0.01,1400,15.71794009,0
58,88714,300,150,0.15,200,14041,352,0.01,1400,15.69526386,0
58,88714,300,150,0.15,200,14041,352,0.01,1400,15.50363398,0
58,88714,300,150,0.15,200,14041,352,0.01,1400,15.43705988,0
52,97302,300,150,0.15,200,13260,5100,0.01,1422,14.504668,0
52,97302,300,150,0.15,200,13260,314,0.01,1422,14.26954007,0
57,93848,300,150,0.15,200,25522,5100,0.01,1442,14.10825205,0
58,88714,300,150,0.15,200,14041,314,0.01,1400,13.57126498,0
60,95185,300,150,0.15,200,14059,5100,0.01,1374,13.36972904,0
58,88714,300,150,0.15,200,14041,344,0.01,1400,13.0711,0
58,88714,300,150,0.15,200,14041,5100,0.01,1400,12.558429,0
46,3273,100,50,0.3,200,14686,110,0.01,524,9.337290049,0
46,3273,100,50,0.3,200,14686,110,0.01,524,9.331760168,0
46,3273,100,50,0.3,200,14686,110,0.01,524,9.289945126,0
47,66442,100,50,0.3,200,8328,80,0.01,544,9.197073936,0
46,3273,100,50,0.3,200,14686,110,0.01,524,9.166913033,0
46,3273,100,50,0.3,200,14686,111,0.01,524,9.137140989,0
46,3273,100,50,0.3,200,14686,110,0.01,524,9.123323917,0
46,3273,100,50,0.3,200,14686,110,0.01,524,9.103573799,0
46,3273,100,50,0.3,200,14686,110,0.01,524,9.094550848,0
46,3273,100,50,0.3,200,14686,110,0.01,524,9.090749979,0
46,3273,100,50,0.3,200,14686,110,0.01,524,8.993355036,0
46,3273,100,50,0.3,200,14686,110,0.01,524,8.968336105,0
46,3273,100,50,0.3,200,14686,110,0.01,524,8.9250741,0
48,33228,100,50,0.3,200,9200,98,0.01,472,8.400756121,0
41,74672,100,50,0.3,200,8506,80,0.01,542,8.279700994,0
48,33228,100,50,0.3,200,9200,75,0.01,472,7.995604992,0
41,74672,100,50,0.3,200,8506,80,0.01,542,7.810281038,0
41,74672,100,50,0.3,200,8506,80,0.01,542,7.626761913,0
41,74672,100,50,0.3,200,8506,80,0.01,542,7.614143133,0
41,74672,100,50,0.3,200,8506,81,0.01,542,7.546114922,0
41,74672,100,50,0.3,200,8506,80,0.01,542,7.408837795,0
41,74672,100,50,0.3,200,8506,80,0.01,542,7.394645214,0
41,74672,100,50,0.3,200,8506,80,0.01,542,7.262191057,0
41,74672,100,50,0.3,200,8506,80,0.01,542,7.181013823,0
46,3273,100,50,0.3,200,14686,150,0.01,524,7.011831045,0
46,3273,100,50,0.3,200,14686,109,0.01,524,6.037640095,0
48,33228,100,50,0.3,200,9200,97,0.01,472,5.978579044,0
48,33228,100,50,0.3,200,9200,94,0.01,472,5.67568922,0
45,20744,100,50,0.3,200,18538,257,0.01,590,5.616302967,0
47,66442,100,50,0.3,200,8328,82,0.01,544,5.59058404,0
43,56555,100,50,0.3,200,9769,138,0.01,488,5.548524857,0
44,34094,100,50,0.3,200,10828,88,0.01,524,5.283459187,0
47,66442,100,50,0.3,200,8328,81,0.01,544,5.282150984,0
43,56555,100,50,0.3,200,9769,136,0.01,488,5.107033014,0
47,66442,100,50,0.3,200,8328,75,0.01,544,4.563020945,0
43,56555,100,50,0.3,200,9769,135,0.01,488,4.55114603,0
41,74672,100,50,0.3,200,8506,80,0.01,542,4.163177967,0
41,74672,100,50,0.3,200,8506,80,0.01,542,3.821563005,0
47,66442,100,50,0.3,200,8328,88,0.01,544,3.593100071,0
41,74672,100,50,0.3,200,8506,88,0.01,542,3.454613209,0
43,56555,100,50,0.3,200,9769,150,0.01,488,2.879812956,0
41,74672,100,50,0.3,200,8506,80,0.01,542,2.857446909,0
44,34094,100,50,0.3,200,10828,75,0.01,524,2.783374071,0
45,20744,100,50,0.3,200,18538,5100,0.01,590,2.74311614,0
41,74672,100,50,0.3,200,8506,75,0.01,542,2.563367128,0
41,74672,100,50,0.3,200,8506,80,0.01,542,2.504170895,0
48,33228,100,50,0.3,200,9200,88,0.01,472,2.34028101,0
41,74672,100,50,0.3,200,8506,100,0.01,542,-1,0
41,74672,100,50,0.3,200,8506,50,0.01,542,-1,0
41,74672,100,50,0.3,200,8506,82,0.01,542,-1,0
41,74672,100,50,0.3,200,8506,78,0.01,542,-1,0
41,74672,100,50,0.3,200,8506,80,0.01,542,-1,0
42,75757,100,50,0.3,200,23438,100,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,125,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,112,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,106,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,103,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,101,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
42,75757,100,50,0.3,200,23438,102,0.01,550,-1,0
43,56555,100,50,0.3,200,9769,100,0.01,488,-1,0
43,56555,100,50,0.3,200,9769,125,0.01,488,-1,0
43,56555,100,50,0.3,200,9769,132,0.01,488,-1,0
43,56555,100,50,0.3,200,9769,136,0.01,488,-1,0
44,34094,100,50,0.3,200,10828,100,0.01,524,-1,0
44,34094,100,50,0.3,200,10828,50,0.01,524,-1,0
44,34094,100,50,0.3,200,10828,91,0.01,524,-1,0
44,34094,100,50,0.3,200,10828,92,0.01,524,-1,0
45,20744,100,50,0.3,200,18538,2650,0.01,590,-1,0
45,20744,100,50,0.3,200,18538,1425,0.01,590,-1,0
45,20744,100,50,0.3,200,18538,812,0.01,590,-1,0
45,20744,100,50,0.3,200,18538,506,0.01,590,-1,0
45,20744,100,50,0.3,200,18538,353,0.01,590,-1,0
45,20744,100,50,0.3,200,18538,276,0.01,590,-1,0
45,20744,100,50,0.3,200,18538,238,0.01,590,-1,0
45,20744,100,50,0.3,200,18538,262,0.01,590,-1,0
45,20744,100,50,0.3,200,18538,263,0.01,590,-1,0
45,20744,100,50,0.3,200,18538,262,0.01,590,-1,0
46,3273,100,50,0.3,200,14686,100,0.01,524,-1,0
46,3273,100,50,0.3,200,14686,125,0.01,524,-1,0
46,3273,100,50,0.3,200,14686,112,0.01,524,-1,0
46,3273,100,50,0.3,200,14686,106,0.01,524,-1,0
46,3273,100,50,0.3,200,14686,110,0.01,524,-1,0
47,66442,100,50,0.3,200,8328,100,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,50,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,78,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
47,66442,100,50,0.3,200,8328,82,0.01,544,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,50,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
48,33228,100,50,0.3,200,9200,100,0.01,472,-1,0
49,43561,100,50,0.3,200,28899,100,0.01,544,-1,0
49,43561,100,50,0.3,200,28899,125,0.01,544,-1,0
49,43561,100,50,0.3,200,28899,112,0.01,544,-1,0
49,43561,100,50,0.3,200,28899,120,0.01,544,-1,0
50,40184,100,50,0.3,200,12099,100,0.01,480,-1,0
50,40184,100,50,0.3,200,12099,50,0.01,480,-1,0
50,40184,100,50,0.3,200,12099,62,0.01,480,-1,0
50,40184,100,50,0.3,200,12099,56,0.01,480,-1,0
50,40184,100,50,0.3,200,12099,58,0.01,480,-1,0
50,40184,100,50,0.3,200,12099,57,0.01,480,-1,0
50,40184,100,50,0.3,200,12099,56,0.01,480,-1,0
51,19749,300,150,0.15,200,24334,2650,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,1425,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,812,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,506,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,353,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,276,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,238,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,248,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,255,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,256,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,256,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,256,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,256,0.01,1294,-1,0
51,19749,300,150,0.15,200,24334,256,0.01,1294,-1,0
52,97302,300,150,0.15,200,13260,2650,0.01,1422,-1,0
52,97302,300,150,0.15,200,13260,1425,0.01,1422,-1,0
52,97302,300,150,0.15,200,13260,812,0.01,1422,-1,0
52,97302,300,150,0.15,200,13260,506,0.01,1422,-1,0
52,97302,300,150,0.15,200,13260,353,0.01,1422,-1,0
52,97302,300,150,0.15,200,13260,276,0.01,1422,-1,0
52,97302,300,150,0.15,200,13260,339,0.01,1422,-1,0
52,97302,300,150,0.15,200,13260,336,0.01,1422,-1,0
52,97302,300,150,0.15,200,13260,335,0.01,1422,-1,0
52,97302,300,150,0.15,200,13260,334,0.01,1422,-1,0
54,35561,300,150,0.15,200,27912,2650,0.01,1406,-1,0
54,35561,300,150,0.15,200,27912,1425,0.01,1406,-1,0
54,35561,300,150,0.15,200,27912,812,0.01,1406,-1,0
54,35561,300,150,0.15,200,27912,506,0.01,1406,-1,0
54,35561,300,150,0.15,200,27912,353,0.01,1406,-1,0
54,35561,300,150,0.15,200,27912,276,0.01,1406,-1,0
54,35561,300,150,0.15,200,27912,238,0.01,1406,-1,0
55,43885,300,150,0.15,200,19523,2650,0.01,1506,-1,0
55,43885,300,150,0.15,200,19523,1425,0.01,1506,-1,0
55,43885,300,150,0.15,200,19523,812,0.01,1506,-1,0
55,43885,300,150,0.15,200,19523,506,0.01,1506,-1,0
55,43885,300,150,0.15,200,19523,353,0.01,1506,-1,0
55,43885,300,150,0.15,200,19523,276,0.01,1506,-1,0
55,43885,300,150,0.15,200,19523,346,0.01,1506,-1,0
55,43885,300,150,0.15,200,19523,345,0.01,1506,-1,0
55,43885,300,150,0.15,200,19523,344,0.01,1506,-1,0
57,93848,300,150,0.15,200,25522,2650,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,1425,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,812,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,506,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,353,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,392,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,372,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,392,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,392,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,392,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,392,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,392,0.01,1442,-1,0
57,93848,300,150,0.15,200,25522,392,0.01,1442,-1,0
58,88714,300,150,0.15,200,14041,2650,0.01,1400,-1,0
58,88714,300,150,0.15,200,14041,1425,0.01,1400,-1,0
58,88714,300,150,0.15,200,14041,812,0.01,1400,-1,0
58,88714,300,150,0.15,200,14041,506,0.01,1400,-1,0
58,88714,300,150,0.15,200,14041,353,0.01,1400,-1,0
58,88714,300,150,0.15,200,14041,276,0.01,1400,-1,0
59,15909,300,150,0.15,25000,12500,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,6250,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,3125,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,1562,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,781,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,390,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,195,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,98,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,49,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,24,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,12,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,6,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,3,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,2,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,1,200,0.01,1402,-1,0
59,15909,300,150,0.15,25000,0,200,0.01,1402,-1,0
60,95185,300,150,0.15,200,14059,2650,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,1425,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,812,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,506,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,582,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,544,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,554,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,556,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,555,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,556,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,556,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,556,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,556,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,556,0.01,1374,-1,0
60,95185,300,150,0.15,200,14059,556,0.01,1374,-1,0
